Student_ID,Name,Gender,Age,Department,Attendance_Percentage,Study_Hours,Sleep_Hours,Internet_Usage_Hours,Previous_Grades,Family_Income,Parent_Education,Final_Exam_Marks,Result
STU0432,Ashley Miller,Female,21,Electrical Engineering,80.8,3.6,6.6,4.1,82.1,High,Bachelor's Degree,59.4,Pass
STU0433,Michelle Wilson,Female,22,Electrical Engineering,83.2,6.5,5.9,4.2,82.9,High,Associate's Degree,65.1,Pass
STU0434,Thomas Anderson,Male,22,Computer Science,70.8,5.3,7.3,2.5,77.2,High,High School,61.4,Pass
STU0435,Robert Johnson,Male,18,Computer Science,79.1,5.9,8.0,6.0,87.2,Medium,High School,55.4,Pass
STU0436,Patricia Williams,Female,20,Information Technology,69.1,5.5,6.5,5.1,86.6,High,Associate's Degree,57.7,Pass
STU0437,Paul Wilson,Male,19,Mechanical Engineering,73.0,5.5,7.7,3.2,82.6,High,High School,67.5,Pass
STU0438,Michelle Moore,Female,19,Information Technology,62.0,6.8,5.3,2.6,78.2,Medium,High School,48.3,Fail
STU0439,Karen Johnson,Female,20,Business Administration,84.6,10.0,5.4,6.0,98.3,Low,Bachelor's Degree,69.3,Pass
STU0440,James Brown,Male,19,Computer Science,98.9,7.7,6.5,3.5,76.0,Medium,High School,63.9,Pass
STU0441,Anthony Smith,Male,18,Electrical Engineering,77.4,5.5,7.7,3.6,90.1,Low,High School,49.0,Fail
STU0442,Sandra Thomas,Female,18,Computer Science,91.7,4.3,7.9,3.6,88.1,Low,Master's Degree,70.4,Pass
STU0443,Anthony Martin,Male,20,Electrical Engineering,93.3,4.6,5.6,7.0,86.5,High,Master's Degree,62.0,Pass
STU0444,Robert Williams,Male,19,Business Administration,70.0,2.2,7.9,3.2,78.0,High,Associate's Degree,46.5,Fail
STU0445,Sarah Garcia,Female,18,Business Administration,72.2,6.5,7.2,3.5,64.7,Low,High School,54.7,Pass
STU0446,Betty Johnson,Female,18,Computer Science,91.9,2.8,5.9,2.3,96.0,Medium,Bachelor's Degree,54.6,Pass
STU0447,Jessica Johnson,Female,21,Electrical Engineering,81.1,4.2,5.4,2.9,90.6,High,Associate's Degree,56.9,Pass
STU0448,Linda Anderson,Female,21,Business Administration,69.1,6.5,7.3,2.0,73.6,Medium,High School,53.5,Pass
STU0449,Michael Gonzalez,Male,18,Information Technology,75.6,4.5,8.5,2.3,89.3,Medium,High School,46.5,Fail
STU0450,Daniel Gonzalez,Male,20,Information Technology,86.2,3.9,7.0,1.0,84.5,Medium,High School,56.3,Pass
STU0451,Sandra Martin,Female,22,Electrical Engineering,74.1,2.4,5.9,4.8,73.2,High,Bachelor's Degree,51.3,Pass
STU0452,Emily Garcia,Female,22,Computer Science,54.3,7.7,4.8,3.7,94.3,High,Master's Degree,67.3,Pass
STU0453,Christopher Johnson,Male,18,Business Administration,78.8,3.2,8.8,3.9,76.4,Medium,Bachelor's Degree,54.0,Pass
STU0454,Donna Jackson,Female,18,Computer Science,79.6,3.7,8.3,3.4,94.9,Low,Bachelor's Degree,50.9,Pass
STU0455,William Jackson,Male,18,Information Technology,82.1,1.1,7.4,3.6,84.0,High,Associate's Degree,46.0,Fail
STU0456,Patricia Martinez,Female,20,Business Administration,94.6,5.0,8.8,5.9,94.8,Low,Bachelor's Degree,55.7,Pass
STU0457,John Hernandez,Male,21,Computer Science,82.5,4.3,7.3,2.3,88.3,Medium,Associate's Degree,61.8,Pass
STU0458,Paul Anderson,Male,18,Mechanical Engineering,84.4,5.4,6.4,3.9,89.5,Low,High School,55.0,Pass
STU0459,Thomas Jackson,Male,18,Electrical Engineering,92.6,2.4,7.7,3.9,83.9,Medium,Bachelor's Degree,53.7,Pass
STU0460,Thomas Williams,Male,19,Electrical Engineering,82.1,6.6,6.0,5.2,78.0,Medium,Master's Degree,66.9,Pass
STU0461,Thomas Wilson,Male,20,Mechanical Engineering,100.0,1.0,5.8,4.2,81.8,Low,Associate's Degree,40.4,Fail
STU0462,Donna Miller,Female,18,Information Technology,69.4,4.8,7.9,4.2,90.3,High,Master's Degree,70.1,Pass
STU0463,Ashley Thomas,Female,19,Business Administration,72.7,5.3,8.0,1.6,89.5,Low,Associate's Degree,59.2,Pass
STU0464,Mary Brown,Female,22,Electrical Engineering,88.1,5.1,5.5,2.3,89.3,High,Associate's Degree,61.1,Pass
STU0465,Linda Miller,Female,18,Mechanical Engineering,94.5,5.3,5.5,1.7,64.6,High,High School,47.2,Fail
STU0466,Joseph Taylor,Male,18,Mechanical Engineering,80.0,6.7,6.5,1.0,82.9,Medium,Bachelor's Degree,69.8,Pass
STU0467,William Miller,Male,19,Information Technology,71.9,7.9,6.1,4.1,82.1,Medium,Master's Degree,69.2,Pass
STU0468,Michelle Martin,Female,20,Information Technology,99.6,4.7,7.6,3.1,74.5,Low,Bachelor's Degree,61.3,Pass
STU0469,Michael Garcia,Male,18,Computer Science,74.1,2.9,7.1,4.1,88.6,Medium,High School,51.4,Pass
STU0470,Susan Moore,Female,22,Electrical Engineering,85.4,6.2,8.4,3.6,65.0,Medium,High School,52.1,Pass
STU0471,William Martin,Male,18,Computer Science,95.1,4.4,7.4,3.9,92.9,Medium,Bachelor's Degree,65.7,Pass
STU0472,Jennifer Miller,Female,22,Mechanical Engineering,77.6,7.8,6.2,5.5,99.3,Medium,Associate's Degree,68.2,Pass
STU0473,Anthony Miller,Male,21,Business Administration,75.8,3.7,4.7,3.5,78.7,Medium,Associate's Degree,51.9,Pass
STU0474,Elizabeth Jones,Female,21,Business Administration,76.5,3.1,7.2,4.5,79.5,High,PhD,57.4,Pass
STU0475,Patricia Garcia,Female,22,Information Technology,91.0,5.3,4.9,3.0,94.7,Low,Bachelor's Degree,57.3,Pass
STU0476,Margaret Martinez,Female,20,Business Administration,92.6,1.2,6.2,4.7,72.7,Medium,Associate's Degree,48.8,Fail
STU0477,Richard Jones,Male,18,Business Administration,82.3,4.0,6.1,1.6,88.8,Low,High School,57.4,Pass
STU0478,Mary Gonzalez,Female,18,Business Administration,100.0,4.3,6.4,1.0,76.0,High,High School,60.6,Pass
STU0479,Emily Gonzalez,Female,21,Mechanical Engineering,82.3,5.5,5.4,6.7,71.8,Low,Bachelor's Degree,49.7,Fail
STU0480,Emily Jones,Female,22,Business Administration,94.9,2.8,6.1,6.3,85.6,Medium,Master's Degree,53.9,Pass
STU0481,Betty Brown,Female,18,Business Administration,77.7,3.1,8.4,1.0,80.1,Low,Bachelor's Degree,49.3,Fail
STU0482,Kimberly Williams,Female,18,Business Administration,100.0,7.5,8.4,3.4,71.8,Medium,Associate's Degree,63.1,Pass
STU0483,Steven Hernandez,Male,20,Computer Science,97.7,5.0,8.8,3.7,99.8,High,High School,70.2,Pass
STU0484,Michelle Brown,Female,19,Mechanical Engineering,80.7,6.9,7.0,4.6,81.2,Medium,PhD,78.5,Pass
STU0485,Patricia Martin,Female,21,Information Technology,96.3,3.8,7.3,6.1,89.1,Medium,PhD,68.8,Pass
STU0486,Ashley Moore,Female,21,Computer Science,95.8,4.9,8.4,1.9,100.0,Medium,Bachelor's Degree,64.4,Pass
STU0487,Joseph Williams,Male,19,Electrical Engineering,97.5,5.5,5.2,2.0,88.7,High,High School,66.2,Pass
STU0488,Thomas Martin,Male,18,Mechanical Engineering,57.2,8.8,8.0,3.5,96.9,Medium,Bachelor's Degree,74.0,Pass
STU0489,Barbara Martinez,Female,20,Mechanical Engineering,89.2,4.5,8.6,2.1,75.1,High,Master's Degree,64.8,Pass
STU0490,Karen Gonzalez,Female,20,Electrical Engineering,87.4,4.6,5.9,1.0,97.8,Medium,Bachelor's Degree,60.6,Pass
STU0491,Steven Rodriguez,Male,21,Electrical Engineering,86.7,7.4,8.7,3.2,78.6,Medium,Bachelor's Degree,67.5,Pass
STU0492,Kimberly Rodriguez,Female,20,Electrical Engineering,84.2,4.2,9.5,4.8,77.0,Low,High School,49.7,Fail
STU0493,Thomas Smith,Male,19,Information Technology,84.5,5.6,7.9,3.5,69.8,Medium,High School,50.1,Pass
STU0494,John Thomas,Male,18,Business Administration,94.8,7.2,7.1,4.4,90.5,Low,High School,65.6,Pass
STU0495,James Martinez,Male,19,Mechanical Engineering,87.4,3.7,5.7,4.2,88.9,High,Master's Degree,59.9,Pass
STU0496,Paul Davis,Male,22,Business Administration,84.2,5.7,8.3,2.0,92.1,Medium,Bachelor's Degree,72.2,Pass
STU0497,Lisa Johnson,Female,21,Business Administration,93.4,8.8,5.8,3.6,75.3,High,Bachelor's Degree,80.2,Pass
STU0498,Joseph Davis,Male,20,Electrical Engineering,86.2,7.0,7.4,1.2,90.1,Low,High School,57.2,Pass
STU0499,Kimberly Anderson,Female,22,Information Technology,87.1,5.6,7.6,2.7,88.9,Low,Master's Degree,71.9,Pass
STU0500,Kimberly Gonzalez,Female,20,Computer Science,100.0,4.5,4.0,3.6,91.5,High,Master's Degree,70.1,Pass
STU0501,Donna Jones,Female,18,Information Technology,77.7,3.7,7.5,3.5,73.4,Medium,High School,54.9,Pass
STU0502,Nancy Smith,Female,18,Business Administration,66.8,2.8,10.0,1.6,53.3,Medium,Master's Degree,34.5,Fail
STU0503,William Davis,Male,18,Information Technology,82.7,8.3,4.5,1.9,94.4,High,Associate's Degree,71.2,Pass
STU0504,Betty Davis,Female,20,Electrical Engineering,84.1,7.9,6.9,3.9,85.6,Medium,High School,60.3,Pass
STU0505,Lisa Smith,Female,22,Computer Science,89.2,3.6,4.7,4.7,85.5,Low,Associate's Degree,37.0,Fail
STU0506,Matthew Jackson,Male,18,Electrical Engineering,83.1,5.7,5.9,3.2,83.4,High,Master's Degree,64.5,Pass
STU0507,Jennifer Taylor,Female,22,Computer Science,89.6,5.2,4.7,3.1,87.0,Low,Master's Degree,58.9,Pass
STU0508,Elizabeth Martin,Female,20,Business Administration,100.0,7.6,7.2,4.9,96.5,High,Associate's Degree,81.1,Pass
STU0509,Jessica Wilson,Female,22,Computer Science,90.0,5.8,8.0,2.3,66.9,Low,Bachelor's Degree,61.9,Pass
STU0510,Linda Hernandez,Female,20,Computer Science,91.8,4.9,7.5,6.1,96.1,Medium,Bachelor's Degree,83.0,Pass
STU0511,Michelle Anderson,Female,20,Computer Science,80.7,3.8,5.9,1.5,79.8,Low,Master's Degree,50.7,Pass
STU0512,Andrew Miller,Male,21,Information Technology,68.1,5.7,6.3,5.1,98.3,Medium,Associate's Degree,55.6,Pass
STU0513,Donna Jackson,Female,20,Information Technology,59.0,4.2,7.3,4.3,74.3,Low,Bachelor's Degree,49.5,Fail
STU0514,Lisa Jones,Female,20,Business Administration,76.8,5.5,5.9,7.1,76.3,High,Bachelor's Degree,58.7,Pass
STU0515,William Davis,Male,19,Computer Science,56.2,4.8,5.4,1.8,77.7,Medium,High School,42.0,Fail
STU0516,Charles Garcia,Male,18,Mechanical Engineering,87.1,4.2,6.7,1.0,88.1,Low,Associate's Degree,61.4,Pass
STU0517,Mark Thomas,Male,21,Business Administration,78.2,2.9,7.1,5.4,77.5,Medium,Bachelor's Degree,43.1,Fail
STU0518,Kimberly Davis,Female,21,Computer Science,68.9,6.1,7.5,1.3,88.4,Medium,Associate's Degree,63.2,Pass
STU0519,Jessica Rodriguez,Female,21,Computer Science,83.3,5.1,8.6,4.4,79.7,Low,PhD,59.3,Pass
STU0520,John Anderson,Male,19,Information Technology,74.6,8.9,10.0,5.3,87.2,Low,High School,56.7,Pass
STU0521,Emily Williams,Female,20,Business Administration,86.5,2.7,7.4,4.1,100.0,Medium,PhD,56.2,Pass
STU0522,Steven Brown,Male,18,Computer Science,89.1,6.4,7.8,3.8,89.6,Low,High School,64.5,Pass
STU0523,Linda Wilson,Female,22,Computer Science,75.0,4.8,6.3,4.1,86.4,Low,High School,57.6,Pass
STU0524,Sarah Rodriguez,Female,20,Business Administration,79.6,9.6,6.4,4.8,73.7,Low,Associate's Degree,70.9,Pass
STU0525,Emily Martinez,Female,19,Mechanical Engineering,84.1,6.2,8.5,4.4,98.6,Medium,Bachelor's Degree,74.7,Pass
STU0526,Michael Lopez,Male,20,Business Administration,67.9,5.7,6.7,1.7,92.7,Medium,Bachelor's Degree,59.5,Pass
STU0527,Joseph Johnson,Male,20,Business Administration,84.1,4.8,7.1,6.2,76.2,Low,High School,51.5,Pass
STU0528,Matthew Thomas,Male,19,Mechanical Engineering,67.7,3.5,8.5,3.6,89.8,High,High School,45.2,Fail
STU0529,John Hernandez,Male,21,Business Administration,87.7,5.7,6.7,4.3,88.3,High,Bachelor's Degree,69.5,Pass
STU0530,Karen Anderson,Female,21,Computer Science,77.6,2.0,8.8,4.6,79.5,Low,Bachelor's Degree,49.6,Fail
STU0531,Kimberly Davis,Female,18,Business Administration,67.6,2.1,7.7,5.2,90.6,Low,Bachelor's Degree,54.0,Pass
STU0532,Emily Rodriguez,Female,18,Mechanical Engineering,76.2,7.2,7.5,5.1,79.9,High,High School,75.8,Pass
STU0533,Jessica Wilson,Female,21,Electrical Engineering,76.6,1.1,6.2,3.7,70.6,Medium,Bachelor's Degree,44.6,Fail
STU0534,Emily Martin,Female,22,Business Administration,92.7,4.3,7.6,3.6,86.1,Medium,Bachelor's Degree,65.7,Pass
STU0535,Michelle Lopez,Female,20,Information Technology,83.7,2.7,6.5,4.1,86.1,Medium,PhD,61.3,Pass
STU0536,Donna Wilson,Female,22,Computer Science,72.4,4.1,7.6,5.2,90.4,Medium,Bachelor's Degree,61.6,Pass
STU0537,Kimberly Williams,Female,20,Computer Science,98.5,5.4,6.9,1.8,84.7,Low,High School,56.7,Pass
STU0538,Richard Taylor,Male,21,Information Technology,88.3,7.2,8.2,4.5,78.4,Medium,High School,56.1,Pass
STU0539,Daniel Rodriguez,Male,18,Information Technology,78.6,7.7,7.0,2.2,100.0,Medium,Bachelor's Degree,80.7,Pass
STU0540,Mark Moore,Male,18,Business Administration,66.5,3.0,9.4,6.3,67.7,Medium,Bachelor's Degree,50.4,Pass
STU0541,Betty Davis,Female,22,Information Technology,77.8,4.0,6.7,4.1,82.0,High,Master's Degree,64.7,Pass
STU0542,Sandra Davis,Female,18,Electrical Engineering,79.8,10.0,6.4,2.9,96.8,Low,Bachelor's Degree,69.2,Pass
STU0543,Anthony Miller,Male,21,Mechanical Engineering,85.7,4.4,7.4,4.1,94.6,Medium,Bachelor's Degree,62.0,Pass
STU0544,Nancy Hernandez,Female,22,Information Technology,88.1,3.1,8.3,3.5,76.3,Medium,Associate's Degree,49.8,Fail
STU0545,Lisa Gonzalez,Female,20,Information Technology,90.1,3.4,8.3,3.3,63.8,Medium,Associate's Degree,38.8,Fail
STU0546,Paul Johnson,Male,18,Electrical Engineering,65.9,4.5,7.2,1.0,74.4,Low,High School,40.1,Fail
STU0547,Mark Martin,Male,19,Computer Science,84.1,4.1,7.4,2.0,91.1,Medium,High School,58.8,Pass
STU0548,Emily Anderson,Female,18,Computer Science,80.4,4.5,7.4,3.3,88.8,Medium,Bachelor's Degree,60.3,Pass
STU0549,Donna Lopez,Female,20,Business Administration,100.0,5.0,5.7,1.0,92.7,Low,High School,55.0,Pass
STU0550,Betty Hernandez,Female,22,Electrical Engineering,82.6,4.9,8.2,2.6,90.4,Low,High School,49.3,Fail
STU0551,Elizabeth Smith,Female,20,Mechanical Engineering,75.8,2.9,5.5,2.8,93.3,Medium,High School,54.3,Pass
STU0552,Jennifer Jackson,Female,19,Mechanical Engineering,83.1,5.8,5.7,2.3,76.7,Low,High School,50.4,Pass
STU0553,Susan Lopez,Female,21,Electrical Engineering,81.9,5.3,7.1,4.7,71.7,Medium,High School,52.6,Pass
STU0554,Margaret Jones,Female,18,Mechanical Engineering,62.1,6.1,6.6,2.2,85.3,Low,Bachelor's Degree,54.6,Pass
STU0555,Margaret Davis,Female,22,Computer Science,86.1,1.2,8.0,3.6,68.9,Low,Associate's Degree,34.9,Fail
STU0556,Charles Thomas,Male,21,Mechanical Engineering,78.9,5.3,7.5,3.0,70.6,Medium,Bachelor's Degree,65.0,Pass
STU0557,Joseph Smith,Male,20,Mechanical Engineering,81.7,1.0,7.2,3.3,90.7,Low,Bachelor's Degree,42.9,Fail
STU0558,Daniel Jones,Male,22,Electrical Engineering,73.3,4.6,5.6,5.9,84.0,Medium,PhD,58.0,Pass
STU0559,Jennifer Smith,Female,21,Electrical Engineering,71.1,6.4,7.0,3.8,83.6,Medium,High School,59.3,Pass
STU0560,Linda Davis,Female,22,Mechanical Engineering,90.8,7.3,6.9,4.1,87.9,High,Associate's Degree,63.7,Pass
STU0561,Jennifer Martinez,Female,19,Information Technology,93.1,5.7,7.3,2.4,84.7,High,High School,68.4,Pass
STU0562,John Hernandez,Male,19,Electrical Engineering,86.2,6.5,6.5,4.4,97.9,Medium,Bachelor's Degree,63.1,Pass
STU0563,Charles Wilson,Male,18,Business Administration,63.9,4.3,7.6,4.4,64.6,Medium,Master's Degree,53.4,Pass
STU0564,Richard Johnson,Male,18,Business Administration,86.8,3.9,6.6,4.2,67.1,Low,Bachelor's Degree,42.6,Fail
STU0565,Thomas Thomas,Male,19,Computer Science,64.0,10.0,7.5,1.7,77.2,Medium,Bachelor's Degree,76.8,Pass
STU0566,Betty Rodriguez,Female,22,Mechanical Engineering,75.4,6.8,8.0,2.6,87.4,Medium,Associate's Degree,63.5,Pass
STU0567,Joshua Brown,Male,19,Information Technology,90.7,2.4,6.4,5.7,99.5,Low,Bachelor's Degree,50.9,Pass
STU0568,Charles Lopez,Male,18,Computer Science,88.6,1.2,6.1,2.5,88.4,Low,High School,43.6,Fail
STU0569,Kimberly Wilson,Female,19,Mechanical Engineering,86.6,4.0,7.6,5.9,88.7,Low,Bachelor's Degree,50.1,Pass
STU0570,Anthony Johnson,Male,19,Electrical Engineering,95.1,7.6,5.4,2.7,87.6,Medium,Bachelor's Degree,71.1,Pass
STU0571,Michelle Hernandez,Female,22,Business Administration,87.6,5.1,8.3,3.7,70.9,Medium,Associate's Degree,59.6,Pass
STU0572,Ashley Jackson,Female,21,Information Technology,61.8,1.0,7.0,3.2,80.6,Medium,High School,42.5,Fail
STU0573,David Jackson,Male,18,Business Administration,78.3,4.6,6.9,2.2,100.0,Medium,Master's Degree,64.8,Pass
STU0574,Elizabeth Brown,Female,22,Electrical Engineering,81.6,5.0,7.7,2.3,80.8,Medium,High School,55.9,Pass
STU0575,Margaret Brown,Female,19,Mechanical Engineering,80.4,1.0,7.6,2.4,72.7,Medium,High School,33.1,Fail
STU0576,Michelle Martinez,Female,19,Electrical Engineering,75.8,5.1,7.0,3.7,80.1,Low,Associate's Degree,50.0,Pass
STU0577,Robert Jones,Male,21,Electrical Engineering,71.7,2.8,8.1,4.8,85.1,Medium,Associate's Degree,40.8,Fail
STU0578,Barbara Davis,Female,18,Business Administration,100.0,1.0,6.2,3.6,82.3,Medium,Bachelor's Degree,51.5,Pass
STU0579,Susan Martinez,Female,18,Information Technology,78.1,8.5,7.9,3.4,96.0,Medium,Bachelor's Degree,81.4,Pass
STU0580,David Wilson,Male,20,Electrical Engineering,100.0,2.7,5.7,5.3,82.9,Medium,Bachelor's Degree,51.0,Pass
STU0581,Michael Gonzalez,Male,18,Business Administration,70.6,3.5,7.6,3.6,77.4,Medium,Associate's Degree,44.6,Fail
STU0582,Michelle Taylor,Female,21,Information Technology,88.6,3.5,6.6,2.7,84.8,Low,Bachelor's Degree,56.0,Pass
STU0583,Susan Brown,Female,20,Mechanical Engineering,84.3,5.0,5.4,2.0,78.2,Medium,Master's Degree,54.4,Pass
STU0584,Anthony Williams,Male,20,Mechanical Engineering,72.8,8.9,7.3,5.4,100.0,High,Associate's Degree,82.5,Pass
STU0585,Elizabeth Thomas,Female,19,Computer Science,77.3,2.4,7.0,3.0,87.7,Medium,Associate's Degree,60.3,Pass
STU0586,Joshua Brown,Male,19,Business Administration,81.8,4.3,5.1,2.6,71.4,Low,Master's Degree,44.8,Fail
STU0587,John Moore,Male,18,Information Technology,73.6,5.3,4.5,2.5,74.9,Low,High School,40.7,Fail
STU0588,Andrew Jackson,Male,20,Electrical Engineering,79.4,3.1,6.8,5.3,86.3,High,Associate's Degree,47.2,Fail
STU0589,Steven Wilson,Male,19,Mechanical Engineering,58.4,4.3,8.9,2.6,80.8,Low,High School,43.9,Fail
STU0590,Andrew Gonzalez,Male,21,Information Technology,89.1,6.3,7.4,5.0,89.0,Low,High School,63.1,Pass
STU0591,Daniel Garcia,Male,19,Business Administration,94.3,3.3,6.2,3.2,81.2,Medium,High School,50.3,Pass
STU0592,Linda Jackson,Female,19,Computer Science,86.5,4.3,8.3,1.7,87.7,High,Associate's Degree,62.6,Pass
STU0593,Donald Gonzalez,Male,20,Mechanical Engineering,100.0,4.1,8.1,3.0,83.2,Medium,Bachelor's Degree,57.3,Pass
STU0594,Michael Taylor,Male,20,Information Technology,88.8,4.8,8.5,3.5,89.7,Medium,Associate's Degree,52.8,Pass
STU0595,Mary Moore,Female,22,Information Technology,93.4,5.5,7.8,3.3,93.3,Medium,Master's Degree,68.1,Pass
STU0596,Joshua Taylor,Male,21,Information Technology,94.4,6.3,8.1,3.3,100.0,Low,Associate's Degree,59.9,Pass
STU0597,Margaret Hernandez,Female,20,Business Administration,54.5,9.3,7.9,3.0,79.2,High,PhD,71.0,Pass
STU0598,Matthew Smith,Male,18,Business Administration,86.2,1.0,6.4,2.3,79.0,Medium,PhD,51.3,Pass
STU0599,Steven Garcia,Male,21,Business Administration,68.2,4.6,5.0,3.5,68.6,Medium,Bachelor's Degree,46.5,Fail
STU0600,Michael Martin,Male,21,Electrical Engineering,70.2,2.0,6.4,4.3,96.2,High,Master's Degree,46.5,Fail
STU0601,Donald Anderson,Male,20,Information Technology,71.9,4.2,8.3,1.3,61.1,High,Bachelor's Degree,56.7,Pass
STU0602,Mark Garcia,Male,21,Mechanical Engineering,78.9,6.9,6.5,5.4,100.0,Medium,Master's Degree,71.7,Pass
STU0603,Mark Wilson,Male,20,Business Administration,88.5,7.6,6.8,1.0,88.3,Low,High School,60.9,Pass
STU0604,Christopher Miller,Male,19,Business Administration,86.3,7.7,5.6,3.6,91.4,High,Associate's Degree,70.1,Pass
STU0605,Thomas Thomas,Male,22,Information Technology,81.9,7.7,6.3,4.2,84.9,Medium,Bachelor's Degree,66.1,Pass
STU0606,William Martin,Male,19,Business Administration,89.2,4.6,7.0,2.6,84.2,High,Associate's Degree,59.0,Pass
STU0607,Charles Moore,Male,20,Electrical Engineering,89.8,8.1,7.6,1.0,94.1,High,Master's Degree,89.0,Pass
STU0608,Robert Gonzalez,Male,20,Electrical Engineering,86.4,8.5,6.4,3.4,71.8,Low,Master's Degree,62.5,Pass
STU0609,Lisa Taylor,Female,19,Business Administration,64.8,5.3,6.4,3.8,74.6,High,Associate's Degree,55.1,Pass
STU0610,Betty Garcia,Female,18,Information Technology,74.6,7.6,8.0,1.8,76.9,Medium,Master's Degree,62.3,Pass
STU0611,Steven Gonzalez,Male,18,Information Technology,82.3,5.1,7.4,2.3,87.9,Medium,High School,60.6,Pass
STU0612,Donna Jackson,Female,18,Information Technology,89.3,8.1,7.5,4.9,88.2,Low,Associate's Degree,72.4,Pass
STU0613,Karen Williams,Female,20,Computer Science,68.7,4.6,8.8,3.7,87.0,High,Bachelor's Degree,60.0,Pass
STU0614,Anthony Jackson,Male,21,Business Administration,81.9,3.7,6.4,1.2,83.4,Medium,High School,52.7,Pass
STU0615,Elizabeth Jones,Female,20,Information Technology,66.3,2.5,6.9,4.2,88.5,Medium,Bachelor's Degree,48.5,Fail
STU0616,Michelle Taylor,Female,21,Electrical Engineering,92.3,4.6,7.7,2.1,77.0,High,Bachelor's Degree,59.3,Pass
STU0617,Charles Jones,Male,19,Mechanical Engineering,84.4,5.2,6.0,2.3,84.5,Medium,High School,51.7,Pass
STU0618,Michael Garcia,Male,22,Mechanical Engineering,68.5,2.9,7.3,3.8,89.8,Medium,Bachelor's Degree,54.8,Pass
STU0619,Linda Miller,Female,21,Information Technology,68.5,4.4,7.0,3.7,89.6,High,Bachelor's Degree,54.5,Pass
STU0620,Susan Moore,Female,18,Mechanical Engineering,85.9,3.8,10.0,2.9,67.6,Medium,Associate's Degree,38.3,Fail
STU0621,Robert Smith,Male,20,Mechanical Engineering,95.7,2.6,7.1,2.7,72.3,High,High School,59.1,Pass
STU0622,Michael Garcia,Male,19,Computer Science,71.0,7.3,8.4,3.1,83.6,High,Master's Degree,69.5,Pass
STU0623,Thomas Wilson,Male,18,Electrical Engineering,89.9,7.7,8.0,2.3,85.4,Medium,Master's Degree,79.1,Pass
STU0624,Nancy Martin,Female,19,Electrical Engineering,76.6,7.3,5.6,5.1,84.6,Medium,High School,64.4,Pass
STU0625,Linda Lopez,Female,22,Computer Science,90.2,4.8,5.1,1.1,92.3,Low,High School,55.4,Pass
STU0626,Charles Miller,Male,20,Computer Science,88.8,5.0,7.3,3.1,87.2,Medium,Master's Degree,65.3,Pass
STU0627,Robert Wilson,Male,20,Mechanical Engineering,83.6,2.7,8.5,1.3,84.3,Medium,Bachelor's Degree,51.9,Pass
STU0628,Karen Thomas,Female,22,Business Administration,63.7,5.9,7.3,4.9,88.3,Medium,High School,65.6,Pass
STU0629,Donald Martinez,Male,20,Mechanical Engineering,88.8,5.4,7.1,3.1,95.5,Medium,Bachelor's Degree,63.2,Pass
STU0630,Matthew Garcia,Male,21,Computer Science,87.0,10.0,6.7,1.9,59.5,Low,Bachelor's Degree,69.5,Pass
STU0631,Nancy Rodriguez,Female,19,Electrical Engineering,86.1,7.4,5.4,4.5,82.9,Low,Bachelor's Degree,66.3,Pass
STU0632,Betty Brown,Female,18,Mechanical Engineering,84.0,5.7,5.8,1.0,75.6,Low,High School,53.9,Pass
STU0633,Lisa Martin,Female,22,Business Administration,73.2,4.9,5.1,3.9,86.6,Medium,Bachelor's Degree,60.2,Pass
STU0634,Emily Hernandez,Female,21,Mechanical Engineering,92.8,7.2,5.7,5.2,82.9,Low,High School,58.4,Pass
STU0635,Michael Moore,Male,18,Information Technology,91.0,3.0,6.4,3.8,83.0,Low,PhD,59.0,Pass
STU0636,James Miller,Male,18,Mechanical Engineering,71.2,7.5,7.9,2.7,93.2,Low,Bachelor's Degree,59.3,Pass
STU0637,Barbara Anderson,Female,22,Computer Science,95.1,2.6,6.5,1.6,76.4,Medium,Bachelor's Degree,60.0,Pass
STU0638,Paul Hernandez,Male,21,Electrical Engineering,83.3,3.8,7.3,5.1,85.7,High,Bachelor's Degree,66.7,Pass
STU0639,Joshua Anderson,Male,18,Electrical Engineering,83.3,1.0,7.2,4.9,94.2,Low,Associate's Degree,44.6,Fail
STU0640,Donald Miller,Male,18,Computer Science,80.2,6.4,7.6,2.5,93.0,Medium,Master's Degree,74.7,Pass
STU0641,Charles Lopez,Male,21,Information Technology,81.2,5.5,5.8,2.6,67.9,Medium,High School,55.2,Pass
STU0642,Anthony Jones,Male,20,Computer Science,95.7,3.8,8.3,5.3,81.0,Low,Master's Degree,51.7,Pass
STU0643,Paul Jones,Male,18,Mechanical Engineering,92.3,3.0,5.3,4.3,86.0,Medium,High School,48.3,Fail
STU0644,Robert Jones,Male,19,Computer Science,92.1,8.0,6.5,1.0,93.9,Low,Associate's Degree,66.4,Pass
STU0645,Steven Jackson,Male,21,Computer Science,83.8,4.7,7.0,3.2,80.7,Medium,Bachelor's Degree,65.5,Pass
STU0646,Donna Lopez,Female,18,Information Technology,90.9,3.3,7.9,3.2,76.2,Low,Bachelor's Degree,56.5,Pass
STU0647,Sarah Smith,Female,22,Mechanical Engineering,73.7,9.2,8.7,3.9,87.8,High,Master's Degree,77.0,Pass
STU0648,Emily Brown,Female,19,Business Administration,87.8,3.6,7.9,3.5,71.6,Low,Bachelor's Degree,48.9,Fail
STU0649,Karen Miller,Female,18,Business Administration,80.5,7.5,8.7,2.7,97.1,Medium,Associate's Degree,70.3,Pass
